player_id,player,club,league,nationality,age,position,foot,height_cm,matches,minutes,market_value_m,performance_score,goals90,assists90,xg90,xa90,prog_pass90,prog_carry90,key_pass90,passes_final_third90,tackles90,interceptions90,recoveries90,duel_win_pct,aerial_win_pct,dribbles90,shots90,pressures90,turnovers90
114,João Silva,Peñarol,Uruguai,Brasil,18,ST,Direito,186,36,2950,1.54,57.1,0.34,0.14,0.28,0.11,3.18,3.45,0.65,5.08,0.87,0.22,0.94,48.9,59.5,1.49,2.24,6.92,4.38
115,Gabriel Mendoza,Boston River,Uruguai,Argentina,27,CB,Direito,201,17,1214,1.97,53.9,0.0,0.0,0.01,0.0,3.63,2.31,0.48,3.0,1.83,1.53,3.07,54.2,56.2,0.0,0.3,6.75,2.74
116,Pedro Ramírez,Boston River,Uruguai,Argentina,30,GK,Esquerdo,185,36,2617,1.32,59.0,0.06,0.01,0.07,0.01,2.16,0.48,0.24,1.77,1.73,1.27,5.29,52.2,45.2,0.0,0.09,8.65,3.22
117,Rodrigo Vieira,Nacional,Uruguai,Brasil,32,CB,Esquerdo,179,26,1923,0.93,55.1,0.06,0.1,0.08,0.1,3.85,2.83,0.63,2.25,1.88,1.63,4.89,58.7,50.5,0.0,0.11,9.46,2.24
118,Tomás Silva,Boston River,Uruguai,Colômbia,33,AM,Direito,165,28,2278,3.6,70.7,0.25,0.13,0.23,0.1,3.82,3.01,1.21,5.24,0.38,0.45,1.05,48.1,37.4,1.79,1.35,1.97,4.75
119,Miguel Souza,Nacional,Uruguai,Brasil,20,GK,Esquerdo,189,40,2947,1.38,56.8,0.05,0.0,0.04,0.0,1.14,1.48,0.0,2.21,2.13,1.54,3.86,47.5,56.6,0.0,0.19,7.42,3.18
120,Caio Díaz,Peñarol,Uruguai,Brasil,31,CB,Direito,182,8,628,0.78,57.9,0.02,0.12,0.02,0.12,3.48,1.53,0.55,3.88,1.92,1.71,2.31,53.9,53.3,0.0,0.69,8.21,2.95
121,Pedro Benítez,Peñarol,Uruguai,Equador,32,CM,Esquerdo,179,21,1723,3.82,63.4,0.19,0.09,0.2,0.09,4.9,2.55,0.69,3.9,1.14,0.66,2.3,45.7,47.9,1.05,0.72,4.51,3.66
122,Diego Martínez,Nacional,Uruguai,Argentina,22,CB,Direito,184,24,1939,1.38,55.0,0.07,0.04,0.06,0.04,3.57,1.74,0.21,3.3,1.95,0.83,2.99,52.4,55.4,0.62,0.35,7.85,3.09
123,Gabriel Rojas,Boston River,Uruguai,Brasil,26,CB,Direito,174,27,1804,0.77,48.9,0.0,0.0,0.0,0.0,4.66,2.72,0.12,2.64,2.25,1.7,4.42,50.8,55.7,0.42,0.61,7.79,2.85
124,Gabriel Martínez,Nacional,Uruguai,Colômbia,23,FB,Esquerdo,168,37,2468,1.47,55.8,0.08,0.06,0.08,0.07,3.04,1.12,0.2,2.62,1.01,0.6,2.3,46.8,38.9,0.3,0.53,5.14,4.52
125,Facundo Gómez,Liverpool-URU,Uruguai,Colômbia,25,FB,Direito,176,14,1272,0.53,50.7,0.04,0.11,0.04,0.11,3.4,1.22,0.55,3.59,1.49,0.72,2.9,42.9,38.5,0.88,1.12,6.24,3.37
126,Bruno Castro,Peñarol,Uruguai,Brasil,31,W,Direito,172,36,2836,3.54,62.0,0.24,0.18,0.25,0.18,5.08,3.57,1.3,5.96,0.99,0.1,2.19,44.8,43.1,1.12,1.69,3.98,4.19
127,Thiago Díaz,Liverpool-URU,Uruguai,Argentina,32,CB,Direito,184,10,856,3.92,69.0,0.03,0.06,0.03,0.05,5.09,2.89,0.9,2.35,2.48,1.57,4.41,59.0,57.9,0.0,0.05,7.92,3.35
128,André Costa,Nacional,Uruguai,Colômbia,31,FB,Direito,174,7,554,3.22,63.4,0.02,0.11,0.02,0.11,4.31,3.74,1.22,5.04,2.04,1.63,3.73,53.1,48.2,0.64,0.35,6.54,3.23
129,Santiago Gómez,Nacional,Uruguai,Brasil,28,W,Direito,175,18,1514,1.96,61.6,0.23,0.17,0.23,0.2,5.71,4.13,1.1,5.5,0.34,0.45,2.21,48.2,41.8,2.27,1.72,5.77,4.52
130,Rafael Almeida,Liverpool-URU,Uruguai,Brasil,21,FB,Esquerdo,167,21,1821,2.71,61.4,0.15,0.2,0.12,0.18,4.45,4.36,1.1,5.27,1.82,1.65,4.2,53.6,51.8,0.78,0.71,12.05,4.02
131,Enzo Díaz,Nacional,Uruguai,Brasil,26,W,Direito,184,26,1866,1.65,56.4,0.3,0.12,0.24,0.14,4.31,3.54,1.64,6.14,1.04,0.27,1.78,49.9,46.7,2.33,1.79,5.36,3.76
132,Facundo Ramírez,Peñarol,Uruguai,Uruguai,28,CB,Direito,189,38,3019,2.8,68.8,0.02,0.09,0.02,0.1,4.24,3.7,1.1,3.57,2.79,2.92,5.27,56.6,52.6,0.99,0.78,15.77,2.22
133,Miguel Almeida,Peñarol,Uruguai,Argentina,33,W,Esquerdo,172,21,1572,2.92,64.8,0.19,0.05,0.2,0.05,3.78,3.11,0.93,4.4,0.39,0.21,1.78,45.3,52.0,1.52,0.96,6.06,4.5
134,André Díaz,Boston River,Uruguai,Brasil,28,W,Direito,175,28,2512,1.46,56.2,0.23,0.08,0.28,0.1,2.35,3.02,0.61,4.35,0.45,0.73,0.97,47.9,44.4,1.37,1.03,2.64,5.28
135,Enzo Vieira,Nacional,Uruguai,Colômbia,30,CM,Direito,176,19,1644,1.21,61.1,0.02,0.1,0.01,0.12,4.07,1.25,0.46,5.02,0.51,0.84,1.24,47.4,40.5,0.98,0.67,3.66,2.93
136,Matías Pereira,Nacional,Uruguai,Brasil,25,ST,Direito,185,26,2200,1.25,58.3,0.19,0.05,0.23,0.07,2.85,1.24,0.31,2.27,0.58,0.24,0.65,46.7,47.1,0.79,1.52,4.52,4.21
137,Rafael Souza,Tolima,Colômbia,Uruguai,30,AM,Direito,166,24,2118,1.27,58.6,0.33,0.2,0.34,0.15,5.78,3.93,1.7,5.38,1.07,1.43,1.34,47.1,42.3,1.62,2.26,4.71,3.74
138,Bruno Costa,Atlético Nacional,Colômbia,Argentina,25,FB,Direito,178,8,658,2.92,64.3,0.07,0.09,0.08,0.09,3.63,2.54,0.47,3.88,0.77,0.94,3.1,51.3,48.8,0.57,1.03,7.79,3.66
139,Matías Castro,Santa Fe,Colômbia,Brasil,21,FB,Direito,172,40,2965,1.3,61.5,0.12,0.04,0.12,0.04,3.88,3.93,1.4,3.18,1.57,1.29,4.25,49.8,45.1,1.51,0.62,8.79,2.51
140,Santiago Costa,Junior,Colômbia,Argentina,32,CM,Direito,178,27,2337,1.18,56.0,0.01,0.05,0.0,0.04,2.53,1.14,0.24,2.31,0.8,0.1,0.72,45.1,48.4,0.17,0.62,3.85,3.53
141,Nicolás Souza,Santa Fe,Colômbia,Equador,31,CB,Direito,180,37,2747,1.37,60.7,0.01,0.11,0.01,0.12,3.04,1.78,0.37,1.63,1.8,1.48,4.59,53.0,41.1,0.13,1.23,8.94,2.57
142,Pedro Benítez,Junior,Colômbia,Brasil,20,ST,Direito,189,36,2719,1.57,51.9,0.23,0.0,0.18,0.0,1.89,1.84,0.84,2.86,0.54,0.27,0.4,42.0,40.5,0.16,1.31,1.35,4.49
143,João Fernández,Tolima,Colômbia,Brasil,28,GK,Esquerdo,202,10,819,1.33,64.5,0.0,0.0,0.0,0.0,0.2,0.28,0.27,0.68,1.11,1.71,2.63,52.5,53.0,0.35,0.05,6.05,1.91
144,Gabriel Ramírez,Tolima,Colômbia,Argentina,29,CM,Esquerdo,177,25,1951,2.84,66.3,0.12,0.1,0.1,0.08,4.64,2.83,0.76,4.75,1.14,1.12,2.63,42.9,38.3,0.53,0.44,6.78,3.78
145,Gabriel Santos,Millonarios,Colômbia,Brasil,30,FB,Esquerdo,171,27,2146,3.5,64.7,0.12,0.13,0.12,0.15,2.17,2.28,0.66,2.78,2.02,0.88,2.0,49.0,34.6,0.13,0.87,4.49,2.9
146,Gabriel Almeida,Junior,Colômbia,Paraguai,33,AM,Direito,171,31,2445,1.44,64.5,0.15,0.11,0.16,0.13,3.42,2.22,0.73,4.16,0.67,0.4,0.61,42.9,34.3,0.5,0.62,1.1,4.29
147,Rafael Castro,Santa Fe,Colômbia,Argentina,28,GK,Esquerdo,191,13,922,2.27,54.6,0.0,0.0,0.0,0.0,2.05,2.28,0.47,1.59,1.55,1.4,2.65,56.3,52.2,0.15,0.33,9.29,2.99
148,Martín Fernández,Tolima,Colômbia,Brasil,30,CM,Direito,176,19,1388,0.95,54.6,0.08,0.13,0.09,0.12,2.93,2.23,0.98,4.16,0.66,0.74,3.05,47.2,40.5,0.64,0.69,4.32,3.55
149,Tomás Silva,Santa Fe,Colômbia,Argentina,26,DM,Direito,173,24,1707,0.92,61.3,0.06,0.12,0.06,0.11,4.13,3.52,0.99,4.09,1.92,1.56,4.35,50.7,46.9,0.59,0.68,7.25,3.18
150,Rodrigo Oliveira,Millonarios,Colômbia,Argentina,24,AM,Direito,175,17,1247,3.0,64.4,0.18,0.19,0.23,0.2,3.95,3.46,1.19,4.12,0.1,0.34,1.59,54.6,43.1,0.97,0.83,4.98,2.97
151,Nicolás Silva,Tolima,Colômbia,Brasil,32,CB,Direito,181,10,721,2.31,61.8,0.0,0.11,0.0,0.13,4.01,2.7,0.36,3.27,2.02,1.59,5.04,59.2,53.0,0.0,0.12,10.68,2.46
152,Gabriel Santos,Millonarios,Colômbia,Brasil,23,CM,Direito,178,36,2803,3.23,68.0,0.09,0.11,0.1,0.12,3.86,3.32,1.05,6.83,1.29,0.8,3.11,41.5,46.2,1.94,0.81,3.31,3.33
153,Miguel Mendoza,Santa Fe,Colômbia,Brasil,28,W,Direito,173,9,637,0.89,51.9,0.1,0.12,0.12,0.14,3.8,1.66,0.52,3.51,0.65,0.66,1.25,45.0,37.3,0.63,0.81,3.89,4.33
154,Gabriel Fernández,Millonarios,Colômbia,Paraguai,18,ST,Direito,184,34,2924,2.98,58.1,0.33,0.1,0.27,0.08,2.22,2.56,0.29,3.04,0.1,0.1,0.97,41.1,38.1,1.22,2.12,5.67,4.14
155,Lucas Castro,Tolima,Colômbia,Brasil,21,W,Direito,173,13,1135,3.33,59.4,0.32,0.19,0.37,0.23,4.58,4.34,1.32,6.97,0.3,0.36,1.62,47.8,52.4,1.45,1.84,6.76,4.55
156,João Oliveira,Tolima,Colômbia,Paraguai,19,W,Direito,169,41,2821,2.87,66.8,0.14,0.06,0.17,0.07,3.76,2.62,0.96,3.3,1.02,0.31,0.7,46.9,32.1,0.86,1.42,1.0,4.8
157,João Rojas,Junior,Colômbia,Colômbia,30,DM,Direito,177,29,2010,2.75,57.5,0.08,0.12,0.08,0.1,2.76,2.52,1.05,3.35,1.28,1.29,2.54,48.7,41.9,1.07,0.05,7.33,2.95
158,Bruno Santos,Atlético Nacional,Colômbia,Argentina,21,FB,Direito,173,27,1899,2.5,61.5,0.14,0.09,0.16,0.11,4.12,2.61,1.14,3.31,1.33,1.17,2.91,51.9,57.1,0.84,0.05,7.52,3.42
159,Caio Almeida,Tolima,Colômbia,Argentina,21,CM,Direito,178,13,1055,1.15,61.6,0.07,0.14,0.06,0.11,5.45,3.54,1.28,3.31,1.89,0.61,3.27,53.3,49.0,0.56,0.94,5.47,3.58
160,Rodrigo Pereira,Atlético Nacional,Colômbia,Argentina,24,W,Direito,168,24,1959,2.08,63.5,0.27,0.11,0.22,0.12,4.57,3.27,1.54,4.8,0.65,1.16,1.74,48.0,41.3,1.69,0.93,7.06,4.39
161,Bruno Silva,Tolima,Colômbia,Uruguai,28,CB,Direito,185,30,2645,1.19,50.9,0.02,0.01,0.02,0.02,2.66,1.7,0.09,2.72,1.05,0.82,2.61,42.3,55.5,0.21,0.63,3.31,2.5
162,Bruno Castro,Millonarios,Colômbia,Argentina,25,DM,Esquerdo,173,36,2555,1.1,55.0,0.14,0.07,0.14,0.08,2.85,3.57,0.69,3.96,1.48,1.28,2.78,57.0,50.2,0.63,0.95,9.27,3.68
163,Martín Vieira,Junior,Colômbia,Brasil,31,AM,Direito,187,22,1725,1.28,59.6,0.16,0.11,0.15,0.08,2.84,2.46,0.42,2.88,0.5,0.1,0.71,40.2,41.6,0.33,0.95,2.7,4.86
164,Pedro Ramírez,Tolima,Colômbia,Colômbia,29,FB,Direito,178,6,475,2.31,59.6,0.14,0.11,0.11,0.11,5.04,3.29,0.89,3.67,2.44,0.98,3.18,48.2,55.8,1.13,0.47,8.04,3.55
165,Bruno López,Atlético Nacional,Colômbia,Argentina,20,AM,Direito,173,39,2791,4.64,63.8,0.28,0.25,0.24,0.31,5.35,3.85,1.65,6.8,0.48,0.6,0.52,48.5,43.1,1.41,2.36,4.65,4.5
166,Santiago Gómez,Atlético Nacional,Colômbia,Argentina,28,CB,Direito,187,22,1711,1.48,66.1,0.1,0.09,0.1,0.1,2.05,1.45,0.52,2.59,1.99,1.79,3.02,52.4,54.8,0.0,0.8,9.55,3.23
167,Bruno López,Santa Fe,Colômbia,Brasil,29,ST,Direito,183,41,2883,1.75,55.2,0.21,0.04,0.24,0.03,1.57,2.98,0.69,2.69,0.88,0.22,0.6,46.5,60.1,2.05,1.94,5.4,4.77
168,João Benítez,Junior,Colômbia,Brasil,18,CB,Direito,185,22,1533,3.12,61.5,0.05,0.12,0.06,0.11,3.67,2.49,0.74,3.04,1.83,0.95,3.77,57.4,53.5,0.61,0.37,10.84,2.88
169,Gabriel López,Junior,Colômbia,Brasil,31,FB,Direito,170,9,679,2.22,68.5,0.14,0.13,0.17,0.13,4.8,3.78,0.97,3.63,1.37,1.22,2.57,50.8,40.5,1.25,0.22,5.74,3.45
170,Diego Costa,Atlético Nacional,Colômbia,Paraguai,32,W,Direito,173,37,2453,2.83,60.6,0.25,0.17,0.22,0.2,4.39,3.77,0.98,3.88,0.1,0.1,0.79,41.4,44.1,1.14,0.39,3.33,3.84
171,Rodrigo Díaz,Colo-Colo,Chile,Colômbia,31,ST,Direito,180,23,1794,2.78,65.2,0.28,0.04,0.24,0.04,3.09,2.28,0.62,2.61,0.55,0.23,0.42,38.5,49.1,1.5,1.52,8.37,4.83
172,Lucas Martínez,Cobresal,Chile,Argentina,23,CM,Direito,182,36,2610,2.0,62.2,0.21,0.21,0.18,0.21,6.92,4.19,1.33,5.03,1.39,1.04,2.3,45.4,47.6,0.99,1.55,8.49,3.72
173,Lucas Díaz,Huachipato,Chile,Brasil,33,CM,Direito,175,24,1882,0.54,47.6,0.09,0.1,0.1,0.1,2.8,1.42,0.74,3.4,0.46,0.81,0.71,43.4,50.4,0.95,0.34,3.67,3.66
174,João Rodríguez,Huachipato,Chile,Uruguai,24,FB,Direito,168,25,2017,0.82,56.6,0.09,0.19,0.1,0.22,4.07,2.27,1.04,4.25,1.43,1.03,2.67,49.9,45.7,0.53,0.74,7.76,2.66
175,Matías Rodríguez,Cobresal,Chile,Equador,21,AM,Esquerdo,181,25,1998,2.24,67.7,0.23,0.17,0.22,0.16,5.48,4.67,1.91,6.08,0.47,0.92,0.64,53.1,45.4,0.51,1.57,6.61,3.88
176,Gabriel Castro,Universidad de Chile,Chile,Argentina,26,FB,Direito,173,32,2809,1.65,61.8,0.0,0.06,0.0,0.07,1.8,0.1,0.69,2.8,1.31,0.45,1.93,50.6,40.9,0.18,0.42,4.98,3.39
177,Martín Benítez,Palestino,Chile,Brasil,31,W,Esquerdo,163,25,2118,0.76,57.8,0.25,0.15,0.23,0.17,4.69,3.67,0.82,4.29,0.47,0.95,0.99,49.1,39.3,1.52,1.41,6.85,2.99
178,Tomás Vieira,Universidad de Chile,Chile,Brasil,21,DM,Direito,182,32,2231,1.82,59.1,0.03,0.03,0.03,0.02,4.85,3.41,0.93,3.06,1.87,1.33,3.41,60.9,40.6,0.36,0.93,5.87,2.84
179,Juan Mendoza,Cobresal,Chile,Brasil,27,FB,Direito,168,30,2127,1.82,59.1,0.21,0.1,0.25,0.11,2.99,1.91,0.52,3.27,1.71,1.21,2.92,45.6,43.0,0.74,0.4,5.9,3.66
180,Gabriel Martínez,Cobresal,Chile,Brasil,24,W,Esquerdo,175,34,2450,2.46,58.6,0.27,0.19,0.27,0.23,3.27,3.31,1.15,4.69,1.43,0.88,1.79,42.2,39.9,1.67,1.2,5.59,4.34
181,Bruno Gómez,Universidad de Chile,Chile,Argentina,21,FB,Direito,182,11,849,2.01,63.1,0.05,0.05,0.04,0.06,4.56,3.84,1.15,4.36,1.26,1.69,3.31,49.6,43.5,0.81,0.12,8.28,2.82
182,Santiago Silva,Palestino,Chile,Brasil,32,FB,Direito,162,15,1089,1.98,62.2,0.1,0.13,0.13,0.11,6.5,3.58,0.56,4.85,1.62,1.29,4.05,54.2,46.4,0.52,0.91,8.27,2.73
183,Caio Pereira,Huachipato,Chile,Uruguai,18,CM,Direito,175,28,2276,3.06,67.9,0.22,0.13,0.2,0.1,3.92,4.73,0.91,5.19,1.52,1.13,2.33,53.3,39.3,1.07,0.79,5.87,3.82
184,Miguel Vieira,Huachipato,Chile,Equador,26,CM,Direito,181,38,2562,1.16,54.9,0.0,0.1,0.0,0.09,3.79,1.3,0.31,4.44,0.84,0.43,0.81,44.1,36.8,1.02,0.24,5.22,3.32
185,Martín Silva,Universidad de Chile,Chile,Brasil,33,CB,Direito,184,24,1705,1.86,63.0,0.06,0.11,0.06,0.11,3.33,1.58,0.29,3.03,2.25,2.04,3.72,48.2,65.3,0.7,0.05,10.55,3.67
186,Facundo Santos,Huachipato,Chile,Brasil,21,AM,Direito,173,29,1912,2.01,64.2,0.21,0.08,0.16,0.08,3.9,1.12,1.19,3.63,0.92,0.24,0.9,52.5,40.5,1.72,1.03,4.01,4.07
187,Rodrigo Castro,Colo-Colo,Chile,Brasil,20,ST,Direito,181,9,643,2.2,54.8,0.16,0.14,0.19,0.14,1.98,1.79,0.63,2.66,0.78,0.96,0.4,40.3,43.6,1.75,1.74,3.37,4.32
188,Gabriel Castro,Huachipato,Chile,Brasil,32,AM,Direito,172,35,2377,1.23,58.8,0.3,0.18,0.27,0.16,5.16,2.67,1.44,5.52,0.59,1.0,1.74,51.9,45.4,1.77,1.26,5.33,4.03
189,André Gómez,Colo-Colo,Chile,Argentina,31,CB,Direito,176,38,2797,0.87,57.5,0.1,0.0,0.12,0.0,2.44,1.84,0.05,3.65,1.66,1.3,4.01,54.4,47.2,0.0,0.43,6.08,1.78
190,Bruno Gómez,Universidad de Chile,Chile,Brasil,30,FB,Esquerdo,178,25,2129,1.4,63.1,0.13,0.1,0.16,0.09,4.61,4.55,1.35,2.97,1.55,1.17,3.33,52.1,63.0,0.24,0.88,9.1,3.39
191,Rafael Díaz,Palestino,Chile,Brasil,25,FB,Direito,166,8,679,1.08,55.9,0.05,0.06,0.04,0.07,2.64,1.39,0.18,2.93,0.54,0.53,1.76,42.8,45.8,0.83,0.28,4.19,3.72
192,Diego Rojas,Colo-Colo,Chile,Paraguai,27,W,Direito,179,11,787,3.6,67.2,0.28,0.15,0.3,0.17,5.77,2.67,1.15,6.38,0.56,0.53,0.95,47.9,39.3,1.84,1.95,4.39,4.6
193,Pedro López,Universidad de Chile,Chile,Brasil,26,AM,Direito,165,31,2256,2.76,63.0,0.4,0.28,0.34,0.31,6.1,3.36,1.43,6.5,1.09,0.95,2.03,49.4,40.3,2.0,1.36,3.29,4.47
194,João Gómez,Palestino,Chile,Paraguai,29,DM,Esquerdo,184,30,2400,2.77,64.8,0.04,0.15,0.04,0.17,5.77,4.17,0.87,3.94,2.99,2.53,5.35,53.9,56.1,1.9,0.76,13.76,2.78
195,Santiago Mendoza,Cobresal,Chile,Paraguai,18,CM,Direito,178,18,1396,4.69,62.7,0.13,0.19,0.11,0.23,4.03,3.58,1.1,4.55,1.63,1.17,3.17,41.5,47.5,1.35,0.36,5.25,3.06
196,Gabriel Pereira,Colo-Colo,Chile,Brasil,20,AM,Direito,174,24,1597,2.54,69.3,0.24,0.24,0.27,0.18,6.27,3.99,1.75,6.13,0.15,0.63,1.22,42.2,51.9,2.18,1.76,5.07,4.2
197,Enzo Gómez,Palestino,Chile,Argentina,30,ST,Direito,188,40,2783,3.14,63.9,0.39,0.06,0.42,0.06,3.0,3.26,0.64,4.46,0.78,0.48,0.94,42.5,51.1,1.65,1.75,4.08,4.15
198,Gabriel Pereira,Cobresal,Chile,Argentina,26,ST,Direito,189,30,2095,1.19,52.7,0.34,0.01,0.3,0.01,2.59,2.17,0.73,3.34,0.88,0.1,1.6,43.5,53.1,0.42,1.58,4.45,4.99
199,Martín Fernández,Palestino,Chile,Equador,27,CM,Direito,179,13,1218,1.49,63.0,0.11,0.12,0.1,0.09,3.86,1.3,0.6,3.2,0.96,0.36,0.93,46.5,47.6,1.71,0.05,3.98,2.91
200,Martín Rodríguez,Palestino,Chile,Paraguai,21,CM,Direito,181,18,1368,1.56,61.6,0.2,0.1,0.23,0.12,5.49,3.25,1.04,3.82,1.81,0.62,1.83,51.2,36.5,1.59,1.07,7.29,3.9
201,Santiago Souza,Colo-Colo,Chile,Brasil,33,DM,Direito,183,27,1858,0.97,56.3,0.05,0.1,0.05,0.08,3.14,2.05,0.84,3.95,1.3,1.44,2.79,51.6,55.2,0.82,0.72,9.98,2.8
202,Matías Mendoza,Huachipato,Chile,Brasil,27,W,Direito,177,9,665,3.66,64.9,0.26,0.15,0.2,0.12,4.95,3.92,1.15,4.85,0.41,0.69,1.85,48.5,43.5,1.31,1.56,5.25,3.88
203,Facundo Martínez,Cobresal,Chile,Brasil,30,ST,Direito,177,37,2568,1.06,51.9,0.2,0.06,0.21,0.05,2.05,1.87,0.38,2.67,0.45,0.1,0.4,35.0,48.7,0.14,1.13,3.38,4.66
204,Lucas Vieira,Colo-Colo,Chile,Uruguai,31,DM,Esquerdo,182,39,2654,0.88,58.1,0.06,0.08,0.06,0.07,3.23,1.57,1.03,4.9,1.65,0.77,2.36,52.7,53.9,0.0,0.36,6.75,3.74
205,Enzo Benítez,Aucas,Equador,Uruguai,33,ST,Esquerdo,182,33,2268,1.45,61.6,0.33,0.14,0.27,0.11,3.63,1.95,0.87,3.18,0.2,0.44,1.15,48.9,53.5,1.51,1.97,4.55,3.87
206,Rafael Ramírez,Independiente del Valle,Equador,Brasil,27,AM,Direito,182,6,529,0.51,65.1,0.27,0.21,0.22,0.25,5.75,3.74,1.3,5.18,0.67,0.55,1.62,56.2,44.5,1.92,0.88,4.16,4.76
207,Nicolás Gómez,LDU Quito,Equador,Chile,31,W,Direito,174,30,2573,1.39,60.6,0.12,0.1,0.09,0.11,2.36,0.46,0.64,3.98,0.68,0.1,0.4,40.3,31.9,0.73,0.74,1.0,4.59
208,Diego Torres,Emelec,Equador,Equador,19,ST,Direito,190,24,1824,2.86,67.8,0.35,0.08,0.36,0.08,3.01,2.55,0.52,3.54,0.55,0.33,0.82,43.1,43.0,1.44,1.9,6.0,3.98
209,Martín Rodríguez,Emelec,Equador,Chile,25,DM,Esquerdo,172,10,869,1.73,65.3,0.1,0.12,0.11,0.11,6.98,4.0,0.98,3.96,1.95,1.9,5.6,59.4,54.0,0.17,0.78,12.77,3.48
210,Pedro Gómez,Independiente del Valle,Equador,Uruguai,19,GK,Direito,195,45,2996,2.72,59.5,0.04,0.02,0.04,0.02,4.32,1.21,0.2,0.72,2.05,2.03,3.45,46.4,54.8,0.71,0.14,8.53,1.77
211,Tomás Gómez,Emelec,Equador,Argentina,21,FB,Esquerdo,176,18,1275,3.01,70.7,0.05,0.07,0.03,0.06,5.13,3.56,1.31,5.07,1.53,1.47,2.97,51.9,49.9,0.0,1.67,9.28,3.04
212,Pedro Gómez,Aucas,Equador,Brasil,30,AM,Direito,186,29,1987,1.9,65.5,0.42,0.22,0.37,0.19,6.41,3.53,1.63,4.97,0.44,0.51,1.59,54.0,47.5,1.47,1.52,7.99,4.7
213,Bruno Ramírez,Barcelona SC,Equador,Brasil,18,CM,Direito,167,14,1085,3.05,63.1,0.06,0.15,0.06,0.12,3.96,2.28,0.94,3.72,0.71,1.34,2.3,50.5,49.4,1.24,0.62,5.71,3.4
214,Diego Rojas,LDU Quito,Equador,Brasil,22,FB,Esquerdo,181,42,3018,3.91,64.2,0.07,0.05,0.08,0.05,3.33,2.48,0.27,4.19,1.09,1.02,1.71,47.5,44.2,0.58,0.77,8.37,3.83
215,Tomás Pereira,Aucas,Equador,Chile,25,CB,Direito,191,26,2272,1.03,58.2,0.08,0.05,0.09,0.06,3.92,2.65,0.14,2.91,1.58,0.9,3.22,57.7,54.7,1.19,0.33,11.11,3.16
216,Martín Castro,Barcelona SC,Equador,Brasil,20,ST,Direito,183,26,1819,1.83,58.2,0.32,0.14,0.26,0.11,3.91,1.95,0.81,4.32,1.19,0.71,0.95,44.0,53.0,1.98,1.82,5.01,4.33
217,Lucas Fernández,LDU Quito,Equador,Argentina,20,DM,Direito,172,22,1894,3.12,66.6,0.12,0.15,0.1,0.16,5.52,3.77,1.08,4.62,2.41,1.85,5.78,67.4,47.4,0.01,0.35,10.73,3.76
218,Martín Torres,Aucas,Equador,Chile,30,GK,Direito,182,10,734,1.44,52.4,0.05,0.0,0.04,0.0,0.2,1.74,0.0,2.44,1.58,1.73,5.5,43.8,55.5,0.0,0.25,7.29,2.96
219,João Santos,Barcelona SC,Equador,Colômbia,18,ST,Direito,180,10,792,1.28,65.0,0.33,0.09,0.29,0.12,4.27,2.76,0.76,3.63,1.11,0.5,1.01,43.5,51.4,0.82,1.96,8.02,4.17
220,Rodrigo Santos,LDU Quito,Equador,Paraguai,28,FB,Direito,181,16,1174,2.68,63.3,0.05,0.04,0.05,0.03,4.1,1.81,0.84,3.55,1.69,1.23,0.83,52.2,40.8,0.0,0.55,6.97,2.41
221,Lucas Mendoza,LDU Quito,Equador,Uruguai,21,FB,Direito,179,22,1961,2.34,57.7,0.02,0.09,0.03,0.12,4.47,2.83,0.67,4.31,0.7,1.22,3.75,56.3,48.2,0.49,0.43,6.28,3.72
222,Gabriel Martínez,LDU Quito,Equador,Argentina,22,CB,Direito,179,36,2778,2.88,63.1,0.05,0.03,0.04,0.03,5.04,2.33,0.68,2.52,1.96,1.71,5.07,53.4,52.4,0.31,0.52,12.16,3.27
223,Santiago Pereira,Barcelona SC,Equador,Paraguai,18,CM,Direito,176,10,836,2.06,54.8,0.15,0.01,0.15,0.01,1.8,0.1,0.47,1.74,0.1,0.1,1.25,47.2,49.8,0.0,0.37,1.0,3.36
224,Thiago Castro,LDU Quito,Equador,Brasil,33,W,Direito,177,12,937,3.45,70.8,0.37,0.21,0.4,0.17,7.32,4.2,1.62,5.88,1.08,0.59,2.21,53.7,38.0,1.97,2.0,6.49,5.33
225,Juan Rodríguez,Aucas,Equador,Argentina,21,AM,Direito,170,36,2437,1.0,59.9,0.21,0.16,0.17,0.19,4.88,2.96,0.99,3.4,0.59,0.89,2.2,47.1,52.8,1.4,1.65,3.7,3.72
226,Diego Santos,Independiente del Valle,Equador,Brasil,25,CB,Direito,182,7,653,2.86,58.3,0.0,0.07,0.0,0.08,4.5,2.54,0.68,2.94,3.51,2.4,5.99,48.4,61.4,1.33,0.91,9.5,2.87
227,Juan Almeida,Independiente del Valle,Equador,Uruguai,25,CM,Direito,176,20,1694,1.78,59.5,0.19,0.06,0.15,0.06,3.65,3.35,1.14,5.7,1.14,0.89,2.83,43.8,44.9,0.75,0.83,7.35,3.9
228,Facundo Martínez,Barcelona SC,Equador,Brasil,23,ST,Direito,187,37,2840,2.72,61.7,0.32,0.07,0.4,0.08,4.01,3.02,0.7,3.58,0.4,0.74,0.78,51.6,52.0,1.48,2.4,5.58,4.12
229,Matías Costa,Barcelona SC,Equador,Equador,24,CB,Direito,181,24,2042,1.51,55.9,0.04,0.0,0.04,0.0,3.9,1.93,0.28,3.44,2.35,1.73,2.91,50.5,61.6,0.3,0.18,8.6,3.66
